Unnamed: 0,customer_id,subscription_id,participant_age,marketing_channel,country_code,extra_draws_per_year,add_ons,failed_payments_12m,monthly_spend_estimated,donation_share_charity,web_sessions_90d_raw,service_contacts_12m,complaints_12m,lifetime_wins,campaign_cohort,treatment_sent_flag,offer_cost_eur,baseline_churn_risk_band,historic_revenue_12m,churned,revenue_next_12m_observed,subscription_month_length,ITE_variant_a,ITE_variant_b
34801,43542e3a42df9043e6,fa218eef4ca127ca2c,44,online paid,gb,0,1,1.0,18.03,59.0,5,1,0,5,variant_b,1,11.65,medium,243.24,0,257.17,23,-0.030000000000000002,-0.020000000000000004
19081,89e3b2c88ef35d68af,edb1820003b87983f2,44,referral,de,0,0,0.0,13.65,38.3,13,0,0,4,variant_b,1,11.38,medium,172.0,0,142.31,20,-0.030000000000000002,-0.04
16088,481f0dd7ae83e18513,1080f694ef618528ba,76,online paid,nl,0,0,0.0,16.45,33.0,7,1,0,9,variant_a,1,11.99,medium,162.51,0,188.26,53,-0.030000000000000002,-0.04
5282,a4c07618e910823c1d,f92c702ef1689ebf9e,49,door-to-door,de,1,0,1.0,17.54,62.0,7,1,0,8,variant_a,1,7.62,low,196.4,0,263.31,157,-0.030000000000000002,-0.030000000000000002
31727,7f57bce28faaaea3f9,616d61c7e0671cfce4,47,dm,nl,0,0,1.0,19.83,62.0,13,0,0,7,variant_a,1,9.6,medium,191.66,0,203.21,100,-0.030000000000000002,0.0
27809,8fec94f6ddfed4722e,a8f2a214ca54eb2e9b,70,door-to-door,gb,0,0,0.0,14.12,57.0,11,0,0,14,variant_a,1,13.4,medium,166.9,0,165.08,84,-0.030000000000000002,-0.04
22501,0e9a570f97a6f2a4e1,35bb4b0214b93f03f1,37,door-to-door,no,0,0,0.0,18.55,47.0,12,0,0,15,variant_b,1,25.89,medium,212.69,0,212.09,155,-0.030000000000000002,-0.05
12373,d7c3f8dee9f1ce4c63,4010dd4a757f7f7bac,49,referral,se,2,1,0.0,22.81,41.0,12,0,0,2,variant_a,1,16.21,low,354.7,0,299.87,81,-0.030000000000000002,-0.010000000000000002
26093,4c46b0878a4fe4b1d8,98f294c69794a2efa8,24,tv,de,2,2,0.0,22.96,34.4,8,0,0,11,variant_b,1,14.13,low,273.24,0,303.88,122,-0.030000000000000002,-0.030000000000000002
34446,bceae4e66051810532,34e4875a9a06dbf868,71,door-to-door,se,0,0,1.0,14.54,54.0,15,3,0,15,variant_a,1,13.66,medium,174.49,0,158.33,43,-0.030000000000000002,-0.010000000000000002
32125,0bb084632777245104,592c3a9ca7d5a884dc,75,referral,gb,1,0,0.0,14.78,61.0,13,0,0,11,variant_a,1,6.22,medium,154.53,0,173.7,66,-0.030000000000000002,-0.020000000000000004
13220,03b06206b64419da3d,ae7c23077660b61649,19,online paid,no,0,0,0.0,16.38,48.0,8,3,0,5,variant_a,1,7.56,medium,199.23,0,194.48,133,-0.030000000000000002,-0.020000000000000004
13899,efbff9ca2fa30ffe3d,e506148a5af8bedb47,31,door-to-door,nl,2,0,0.0,14.17,59.0,7,1,0,0,variant_a,1,13.47,low,190.06,0,189.67,154,-0.030000000000000002,0.2
26996,a370d1704561923660,1e46e0572b7a337f42,86,direct mail,nl,0,0,0.0,14.66,37.4,8,0,0,0,variant_a,1,6.66,low,195.66,0,142.61,36,-0.030000000000000002,0.03
15641,039d87b2e37052561a,b605a838036e13947e,29,television,de,2,0,0.0,15.8,39.0,6,3,0,0,variant_a,1,7.96,low,244.21,0,222.73,25,-0.030000000000000002,0.03
5726,e1c2e55cc575a2ccb3,a8dd28f8a7dc1cf5c0,47,referral,nl,0,0,0.0,20.51,48.0,14,0,0,9,variant_b,1,14.96,low,276.62,0,197.76,121,-0.030000000000000002,-0.04
29098,549561a1b1b3127d08,f49d6a15f79d2c5c69,84,television,se,0,1,0.0,15.88,59.0,8,1,0,0,variant_a,1,10.76,low,163.11,0,158.53,78,-0.030000000000000002,0.18
31402,abeef011001618f43a,195594a78f6ae86541,46,television,de,2,2,0.0,22.08,66.0,13,0,0,0,variant_a,1,12.98,low,330.94,0,342.85,53,-0.030000000000000002,-0.010000000000000002
34980,e5b2fe1f992aebf6cb,faf305d20c6e75a1b6,75,referral,no,2,0,0.0,13.82,54.0,6,2,0,14,variant_a,1,11.59,low,170.56,0,178.52,80,-0.030000000000000002,0.020000000000000004
2786,3d816b6235b7f87513,6405504c540405de88,74,door-to-door,no,0,1,1.0,19.19,39.0,10,0,0,8,variant_b,1,14.66,medium,203.59,0,204.06,101,-0.030000000000000002,-0.030000000000000002
4390,a995b410d5e76ed565,d70475b49275fedd67,64,television,nl,0,0,0.0,14.53,63.3,7,0,0,7,variant_a,1,7.79,medium,163.89,0,168.56,118,-0.030000000000000002,0.039999999999999994
24483,8c3c84fa802aaf387c,45996fc7fdb021ec9e,41,referral,se,2,0,1.0,17.62,36.8,7,2,0,0,variant_a,1,11.09,medium,227.13,0,213.65,46,-0.030000000000000002,-0.020000000000000004
34396,ad26e1d38be1e2762f,6b59962f863cca6d3b,69,door-to-door,no,0,0,0.0,15.89,52.4,11,0,0,10,variant_b,1,14.04,low,219.66,0,200.3,88,-0.030000000000000002,-0.05
17758,b12dc80a650c1d057e,9f3360be53144db9bc,38,referral,gb,2,0,1.0,18.81,41.0,5,0,0,6,variant_b,1,14.07,medium,258.71,0,278.28,51,-0.030000000000000002,-0.030000000000000002
16376,3682cca356dc22eb5a,c56d4410f4d2999033,42,dm,nl,0,1,0.0,19.04,32.0,13,2,0,5,variant_a,1,11.7,medium,242.81,0,253.76,111,-0.030000000000000002,-0.020000000000000004
21889,46c6a6c72edf42b133,ee0831d47371cc82d2,34,tv,nl,0,1,0.0,16.92,43.0,12,0,0,0,variant_a,1,8.84,medium,207.29,0,226.45,31,-0.030000000000000002,0.03
11497,fb4d518989bdeae978,fcb3e1e94da5860703,68,door-to-door,se,0,3,1.0,24.23,36.1,6,0,0,7,variant_a,1,12.18,medium,346.74,0,274.22,100,-0.030000000000000002,0.039999999999999994
8143,3292c5c2ca71351a94,568acac5f846608b66,22,door-to-door,de,1,0,0.0,16.92,50.0,7,0,0,9,variant_a,1,13.45,high,213.87,0,194.19,60,-0.030000000000000002,-0.030000000000000002
20713,4056b88955b3937af0,6827b7f9661ce76d0b,26,tv,no,0,0,1.0,15.42,62.0,13,0,0,4,variant_a,1,13.36,medium,165.21,0,165.64,40,-0.030000000000000002,-0.05
29457,57c0ef6ca5eb27bf4d,661bc2a86fef8f4acb,59,referral,de,2,1,0.0,19.34,35.0,8,2,0,12,variant_a,1,13.08,high,247.0,0,291.86,92,-0.030000000000000002,-0.010000000000000002
32520,8b21b1c01bd1ec1376,f1945770d302cfcf70,74,referral,nl,0,1,0.0,19.79,37.0,13,1,0,13,variant_a,1,14.67,medium,278.09,0,257.27,96,-0.030000000000000002,0.009999999999999995
10758,5fce283940707ef04a,3b4f15f6d1e1f562c2,45,door-to-door,de,2,0,0.0,15.58,43.0,15,0,0,0,variant_a,1,8.41,medium,187.64,0,197.73,42,-0.030000000000000002,0.05
6633,bf2d393bc9e2e34fd5,a75fcb7222ddccf84b,58,television,no,0,1,1.0,19.1,50.0,10,0,0,2,variant_a,1,12.23,medium,250.89,0,230.25,140,-0.030000000000000002,-0.010000000000000002
18500,8d30d5cc8f42a40047,4ce0eb956648ab3ff6,56,dm,se,0,2,0.0,21.91,50.4,10,0,0,15,variant_a,1,12.93,high,303.17,0,295.95,91,-0.030000000000000002,0.0
19908,97a6101840de04f86a,7947a6f8a5c6d1db2e,49,referral,gb,0,2,0.0,18.16,41.0,10,1,0,14,variant_b,1,10.26,medium,239.35,0,183.94,95,-0.030000000000000002,-0.030000000000000002
15383,ad30909a800fd5c58d,0b9f27a5d355ce3b1b,46,tv,se,0,1,1.0,18.83,36.0,5,1,0,13,variant_b,1,13.7,medium,195.9,0,212.62,121,-0.030000000000000002,-0.04
18332,7d65939039592cca91,cbd5d690048e39e5ef,80,door-to-door,no,2,0,0.0,17.74,35.0,4,0,0,12,variant_a,1,11.93,low,280.68,0,283.46,99,-0.030000000000000002,-0.030000000000000002
8618,b1f391b61183d032ea,23641db1a6d81e50f8,78,referral,no,1,0,0.0,15.97,45.5,1,2,0,13,variant_b,1,10.1,low,205.41,0,197.44,44,-0.03,-0.04
22703,f20fc1528a7cf30c9d,035b0b45e28af9c5f6,73,door-to-door,nl,0,0,0.0,16.43,32.0,10,1,0,9,variant_a,1,5.17,high,176.29,0,185.89,38,-0.03,-0.05
25450,ef986f30fab2fc38b8,df6aaa03f24e8413ee,38,door-to-door,se,2,1,0.0,23.11,58.3,2,0,0,4,variant_b,1,13.95,high,273.58,0,374.68,29,-0.03,-0.17
31748,70a46919ffec2a1fe7,1a47ff874c75579cfb,66,door-to-door,gb,2,2,0.0,23.98,47.0,2,0,0,0,variant_a,1,13.4,low,298.74,0,300.01,130,-0.03,0.32999999999999996
22714,397fc000ce6f8e94df,a9da2e8b475b36d955,50,television,no,0,1,0.0,18.49,36.0,1,1,0,7,variant_a,1,7.75,low,191.52,0,206.01,135,-0.03,-0.009999999999999998
3824,185afe2ab60395b0fb,2b0c32781a10b9de87,65,online paid,se,2,0,0.0,13.98,46.0,3,0,0,3,variant_b,1,10.51,low,158.94,0,202.97,155,-0.03,-0.09
29480,a5819c80f61198eabf,98a161b16a4504791c,64,tv,gb,0,1,0.0,19.79,39.0,11,1,0,12,variant_a,1,11.26,high,277.21,0,216.43,153,-0.03,0.06
11548,ea537a490c78c08866,3bce49a3d564616fc7,69,online paid,nl,0,0,0.0,15.77,62.0,8,0,0,10,variant_a,1,9.1,high,176.2,0,158.12,73,-0.03,0.0
11560,35109f5ad05b4af6bf,c6eac3a3f66a81034f,80,referral,gb,0,0,1.0,20.24,53.0,1,0,0,12,variant_b,1,20.23,high,228.9,0,281.34,128,-0.03,-0.18
7295,fa522ede9e820bba27,eaa560301777bd2c14,77,door-to-door,nl,0,2,1.0,19.79,66.0,8,2,0,12,variant_b,1,24.09,high,265.73,0,202.77,63,-0.03,-0.11
32869,12472ffad7100e8d82,dcd60b20679a7dc26c,40,television,gb,2,0,0.0,14.4,34.0,11,1,0,12,variant_a,1,6.82,medium,218.81,0,185.12,109,-0.03,0.04
32895,1a4461e3ca15c1b7c5,b4cfc7de29325bd515,49,television,de,0,0,1.0,16.73,38.0,12,1,0,0,variant_b,1,11.74,low,238.42,0,211.8,152,-0.03,-0.01999999999999999
32897,6c1e751ccd093d6fec,002939f1a041b00788,23,direct mail,no,2,0,0.0,16.95,33.0,10,0,0,0,variant_a,1,14.92,medium,200.75,0,198.03,49,-0.03,-0.009999999999999995
7296,5989623d658b2227cb,a46bab6ce44aa28f01,67,television,no,2,0,1.0,13.51,34.8,8,3,0,7,variant_a,1,9.35,medium,202.81,0,177.9,12,-0.03,-0.009999999999999995
3785,1170a3c51dddd24000,635da4ea3fa54c8374,69,referral,de,0,1,0.0,17.12,37.0,9,0,0,12,variant_a,1,8.12,low,188.97,0,223.18,32,-0.03,0.04000000000000001
11454,58f170c366f582dba7,723e89fb4472456ef3,64,dm,no,2,1,1.0,19.79,60.0,6,0,0,10,variant_b,1,20.15,high,232.32,0,235.5,68,-0.03,-0.11
30378,92ea7d01cd7d6245f1,6472932d97c33b99f4,50,door-to-door,se,2,1,0.0,19.32,36.7,0,3,0,7,variant_a,1,6.52,low,298.86,0,226.24,144,-0.03,0.08000000000000002
14928,4248f287dc9fab6abf,8d4edb215e6d8b8ff9,27,dm,no,2,2,0.0,22.89,67.6,9,1,1,4,variant_a,1,5.17,low,264.68,0,295.57,81,-0.03,0.0
24219,604580f858a76a3c0d,535c924df3f17ea126,80,tv,gb,0,0,0.0,15.39,65.0,9,3,0,0,variant_b,1,15.85,medium,214.83,0,173.73,110,-0.03,-0.11
31091,aebb462e657b9e288c,6e0a2bed77089cf54c,42,direct mail,no,0,0,1.0,19.31,60.0,2,2,0,7,variant_a,1,7.81,low,255.28,0,258.18,134,-0.03,0.03
175,cc26f87f3f9f7c0fbf,e028fd6a1059931d7e,68,tv,nl,2,0,0.0,18.63,42.0,6,1,0,0,variant_b,1,27.51,low,227.33,0,250.73,130,-0.03,-0.13
35399,f54c89af130d4bd1bb,95d886c03cdbc83a09,50,tv,nl,0,0,0.0,15.12,61.0,4,0,0,7,variant_b,1,13.18,low,210.96,0,161.15,42,-0.03,-0.06
11316,d450f01b90e9cfa584,58776c8a7e4d734eb9,27,television,se,2,2,0.0,20.13,41.0,9,1,0,6,variant_b,1,14.6,medium,302.95,0,252.74,76,-0.03,-0.02
35457,43a1ae79172584614c,268709e8e0dbd2be67,26,dm,de,2,1,0.0,19.3,36.0,11,0,0,14,variant_b,1,12.42,low,271.26,0,289.54,21,-0.03,-0.05
10255,8991c12e821cb8a8d1,0db8b5284e13aa9c5d,49,direct mail,gb,0,1,0.0,17.55,35.3,14,2,0,0,variant_a,1,11.31,high,221.26,0,244.5,139,-0.03,0.16000000000000003
12361,5f74249208205551b0,b82284069430fde58c,22,door-to-door,no,0,1,0.0,22.2,47.0,5,0,0,9,variant_b,1,14.2,medium,249.97,0,294.72,104,-0.03,-0.03
21468,c14d241acbc5861cfb,f120dbac8b9c93d412,48,online paid,nl,0,3,0.0,25.96,43.0,14,3,0,0,variant_b,1,13.02,low,262.53,0,255.32,132,-0.03,-0.05
31781,5f9491903a313d3a99,1ce449f1f58d74b67f,46,direct mail,de,1,0,0.0,12.01,48.0,13,0,0,5,variant_a,1,14.48,low,165.67,0,183.56,52,-0.03,0.03
16513,0bf28731c890f78031,98992efb6af29e7d37,79,referral,se,1,0,0.0,14.05,37.7,5,0,0,14,variant_a,1,14.89,low,161.33,0,182.26,56,-0.03,0.0
5243,6a57122a72d2bd5e8a,080c0781a9a0eda9eb,68,door-to-door,no,2,0,0.0,19.86,60.0,1,3,0,4,variant_a,1,11.65,low,284.88,0,226.81,105,-0.03,-0.02
19455,ab949c4e4046ebaf3f,47aca4123da5a2cbdf,33,tv,nl,2,0,1.0,12.67,61.7,6,1,0,5,variant_b,1,21.76,high,168.44,0,183.37,92,-0.03,-0.2
6229,b9e255d57bdc3d3082,45a7ade9f9db5470a1,72,referral,se,0,0,0.0,15.91,39.8,5,0,0,9,variant_a,1,13.45,low,223.18,0,209.08,39,-0.03,-0.03
22494,94f2bea7eb6186bb60,452fdbcca458764f5c,68,door-to-door,gb,2,1,0.0,17.79,62.0,15,0,0,0,variant_a,1,16.41,medium,262.5,0,195.3,110,-0.03,0.27
33105,6cdc8dc1dd8a5460f1,5200812fff9954324f,55,tv,de,2,0,0.0,16.45,45.6,13,1,0,4,variant_a,1,8.33,medium,267.51,0,256.08,98,-0.03,0.06
25380,dc252f02f741393277,b8a9614f7fe001fe3f,21,online paid,no,0,0,0.0,17.67,36.0,3,0,0,0,variant_b,1,10.79,low,183.35,0,205.7,52,-0.03,-0.07
25385,3708d4192ec0d016f3,3f41b7c0a1ea999885,66,referral,nl,2,0,0.0,18.7,32.0,13,0,0,0,variant_a,1,11.13,low,242.76,0,263.34,50,-0.03,0.010000000000000009
8401,7d49eeedfb19f1aaac,83720056a7815e2a78,62,door-to-door,se,0,0,0.0,19.04,44.0,7,1,0,9,variant_b,1,14.53,medium,193.14,0,214.63,60,-0.03,-0.03
15711,746d3a5820bf0745b1,32e28e63f0fcaf620f,47,dm,se,0,0,1.0,13.99,36.0,5,0,0,4,variant_b,1,13.76,medium,152.58,0,148.08,122,-0.03,-0.06
6326,e620a25ae37b9a8ba0,fc07058c6b3414dd73,41,door-to-door,se,0,1,1.0,20.19,31.0,2,0,0,3,variant_a,1,12.01,low,273.41,0,234.91,58,-0.03,-0.009999999999999995
31005,a39878ae282a18ea05,1944a8437da22b3249,42,referral,se,2,0,0.0,18.26,37.1,0,0,0,9,variant_a,1,6.82,medium,264.5,0,292.5,107,-0.03,0.10999999999999999
24142,d1c1a2daad72f9d116,24c5874b45105f894a,50,door-to-door,de,2,0,0.0,12.88,35.4,1,1,0,0,variant_b,1,17.65,medium,145.56,0,173.23,63,-0.03,-0.19999999999999998
299,7570284063f2de77ff,8f9b468710bf682c11,46,online paid,se,0,1,0.0,21.55,31.0,4,2,0,0,variant_a,1,16.47,medium,303.9,0,213.75,40,-0.03,0.009999999999999995
26612,3a51104c66686fac95,ebc48f94306ce71548,24,direct mail,nl,0,1,0.0,17.03,45.1,6,0,0,2,variant_a,1,5.27,high,165.05,0,210.22,92,-0.03,-0.020000000000000004
3527,798fa73dc39804b967,5c3185b9a2e31bb763,51,tv,de,0,2,1.0,19.32,52.0,7,1,0,1,variant_a,1,7.3,high,202.05,0,202.61,66,-0.03,-0.020000000000000004
13621,adbdb0d28dc3e22ed8,0adf451825b281fea8,72,tv,gb,0,1,0.0,18.33,70.0,6,0,0,14,variant_a,1,14.15,low,186.78,0,231.66,92,-0.03,0.0
29247,37107d39373c202221,862a4c3978d08297ca,87,door-to-door,se,2,0,0.0,18.4,65.4,9,1,0,4,variant_b,1,21.35,low,231.28,0,212.51,46,-0.03,-0.1
29250,236a4be2466a2054e4,3bbd9d846172091903,42,television,se,0,0,1.0,17.22,41.0,13,0,0,0,variant_a,1,16.03,medium,187.41,0,198.65,131,-0.03,0.31999999999999995
13607,6ee0208730157b0b4d,8808e4c68988d2be15,82,door-to-door,de,0,0,1.0,13.43,36.0,9,0,0,4,variant_a,1,8.39,low,173.89,0,185.51,119,-0.03,0.019999999999999997
25639,3c03e7f05b5cbd91df,e21998a4e7d4696376,79,tv,de,2,0,1.0,13.0,59.0,6,2,0,3,variant_a,1,11.77,low,193.84,0,201.09,85,-0.03,0.0
19386,09c78e5e092faab26c,1c175beec2572d454a,49,door-to-door,de,0,0,0.0,14.21,36.0,9,1,2,6,variant_a,1,15.99,low,174.66,0,199.4,70,-0.03,-0.039999999999999994
3373,066f182b787111ed4c,ed5d936189091bf5b5,51,door-to-door,se,0,1,0.0,18.84,41.9,15,1,1,3,variant_a,1,5.91,low,197.16,0,251.39,83,-0.03,0.07999999999999999
13573,62183b6f8eac509a38,6e1e65d204c03e4ac0,90,referral,de,1,0,0.0,13.18,69.2,1,1,0,0,variant_b,1,15.49,low,161.91,0,191.4,74,-0.03,-0.12
27453,afb10ddfce75e4a231,4ab5fa326d6f341905,81,door-to-door,nl,1,1,0.0,17.18,45.0,10,0,1,5,variant_b,1,18.6,high,257.69,0,185.29,115,-0.03,-0.19999999999999998
35224,307c35d496ae3dffcf,fe24546ca17574a414,43,dm,no,2,0,0.0,14.58,46.0,13,0,0,10,variant_a,1,13.34,low,178.65,0,169.62,65,-0.03,0.0
35232,774890b4268711b270,6ea1a8085ea02c5a90,21,online paid,no,0,1,1.0,18.16,43.0,11,2,0,0,variant_b,1,18.01,low,223.06,1,146.87,75,-0.03,0.51
35205,b02b973758c7bd49ca,da25973c290057120e,25,referral,se,0,2,0.0,19.37,54.0,12,0,0,13,variant_b,1,12.95,low,239.37,0,262.79,31,-0.03,-0.08
20762,a13338b336ac58abe8,c5b67a53fdb1239bdc,78,direct mail,nl,0,0,0.0,13.14,35.2,0,0,0,12,variant_a,1,7.65,low,183.09,0,186.3,39,-0.03,0.010000000000000002
20375,d2c51ac4b6aa9b39dd,81b3ef96181a69bc7d,50,door-to-door,gb,0,1,1.0,16.81,37.0,11,0,0,12,variant_b,1,10.91,high,196.16,0,222.9,146,-0.03,-0.049999999999999996
20387,569bcc65032c647084,3940d87d35bdb2d90a,84,door-to-door,de,2,0,1.0,14.52,36.0,4,1,1,9,variant_b,1,13.2,medium,229.7,0,234.72,159,-0.03,-0.14
11532,bdc087430791230685,66ea21782aec6a2c2f,36,television,nl,0,1,1.0,15.52,53.0,7,0,0,15,variant_a,1,12.12,medium,165.12,0,162.46,159,-0.03,0.04
19402,a0164cbfe882aa11e4,84d8bd1ea0bb723efd,71,referral,de,2,2,1.0,21.92,54.0,6,1,0,7,variant_a,1,9.19,low,307.91,0,246.72,19,-0.03,0.0
3901,6f350848b6612b5249,fed222a3019bf62e88,45,direct mail,nl,0,0,0.0,15.65,61.0,6,1,0,0,variant_a,1,7.27,low,224.12,0,187.72,114,-0.03,0.22
32720,9eee785759c110d74a,2ddd03fea1f9c65d4d,74,door-to-door,no,2,1,0.0,22.82,64.0,13,0,0,4,variant_a,1,7.05,low,296.47,0,323.39,96,-0.03,0.019999999999999997
19413,cb16e9966ff8b9db87,f888913ff20d3ae809,29,direct mail,de,0,2,1.0,22.11,58.0,10,1,0,9,variant_a,1,8.75,high,225.48,0,300.49,138,-0.03,0.0
24729,c4eb92c689e6b9728c,f58b99b8b095af71f5,75,dm,nl,0,3,0.0,21.31,52.8,9,0,1,0,variant_b,1,12.8,low,254.69,0,213.62,21,-0.03,-0.06
29166,3688c640bfeed975b5,59ea2d76de65923dc2,32,online paid,de,0,1,0.0,19.62,48.0,5,0,1,12,variant_a,1,11.29,low,242.52,0,241.76,112,-0.03,-0.04
8872,7338a781b57bf45847,85c0011458fa6a6b71,23,online paid,no,0,1,1.0,17.35,49.0,2,0,0,15,variant_b,1,13.83,low,213.16,0,213.35,134,-0.03,-0.039999999999999994
8879,a817ad3e60b958d21f,b6d1486dad075d5b6b,43,referral,se,0,1,1.0,16.55,37.0,11,1,1,11,variant_b,1,16.2,low,188.56,0,209.91,98,-0.03,-0.02
13530,a66ca8d00dcf305f73,b988efef56507136d7,77,door-to-door,no,2,0,0.0,18.0,66.0,4,0,0,15,variant_b,1,15.9,high,290.41,0,245.62,81,-0.03,-0.1
13557,289c71a3a46b3f3ef3,1bd049f6fe70edca7c,58,dm,de,2,0,0.0,15.23,67.9,13,1,0,10,variant_b,1,26.34,high,188.74,0,234.09,111,-0.03,-0.019999999999999997
5182,e832d017315675c797,753f0e2c56944573b8,36,direct mail,no,2,1,0.0,17.61,31.0,5,0,0,7,variant_a,1,6.24,medium,215.03,0,267.64,32,-0.03,-0.01999999999999999
17573,3e4ad5698e12b6ac42,11b006674a98ef9671,33,online paid,se,2,2,0.0,21.76,63.0,11,3,0,0,variant_a,1,7.85,low,289.04,0,302.73,82,-0.03,0.11
8275,948750a01b42decb76,1679732b3769642de0,85,door-to-door,se,2,1,0.0,20.4,47.0,13,2,0,0,variant_b,1,16.39,medium,250.92,1,253.39,97,-0.03,0.5599999999999999
23547,38cca1363531ea9901,1b53ebaa8161353b30,30,door-to-door,se,0,0,0.0,14.24,53.0,11,0,0,9,variant_b,1,19.77,high,160.74,0,202.24,73,-0.03,-0.08
15785,3448ee847ece99c2cc,02427568ef63050add,39,door-to-door,gb,0,1,1.0,17.52,67.0,12,0,0,0,variant_b,1,21.08,high,199.49,0,170.1,67,-0.03,-0.12
15480,48ea3e6f887cf74cbf,ccb59b95f3caeb709d,76,referral,gb,0,0,0.0,12.39,40.0,1,0,0,10,variant_a,1,5.53,low,124.3,0,141.09,60,-0.03,0.010000000000000009
15841,531a192ef56b0c958a,4d27a938fb19a2616d,62,door-to-door,nl,0,0,0.0,15.13,58.5,15,0,0,10,variant_a,1,14.28,high,215.61,0,199.37,26,-0.03,-0.019999999999999997
15545,259aa33b32fc31717e,08614ffe83a9fd656e,79,television,gb,0,0,0.0,14.28,34.7,8,1,0,0,variant_a,1,13.28,medium,175.96,0,149.52,140,-0.03,0.07
22478,c3aba71d83a384212c,2bebc8b51998961375,31,direct mail,gb,0,1,0.0,17.05,66.0,15,1,0,14,variant_a,1,14.69,very high,239.24,0,193.15,96,-0.03,-0.11000000000000001
24741,a5759a540f7c311114,944fbc9d564a1c6c9d,77,online paid,no,2,1,0.0,17.81,45.0,7,2,0,0,variant_b,1,15.32,low,216.92,0,263.02,142,-0.03,0.01999999999999999
8907,f2dc24eeb8374eef50,32442108d32ede5773,58,referral,no,1,1,0.0,16.74,57.0,2,0,0,13,variant_a,1,7.84,medium,197.88,0,222.35,50,-0.03,0.0
22367,9248a959405836566e,0b407c70970387c486,70,dm,de,0,2,1.0,20.35,51.2,13,1,1,9,variant_a,1,12.24,low,246.71,0,246.92,80,-0.03,0.020000000000000004
22374,2229f5e95ef45e3438,766527569a0639e378,60,door-to-door,nl,0,1,1.0,16.93,69.0,0,0,0,0,variant_b,1,17.52,medium,224.08,0,231.17,53,-0.03,-0.19
22375,a5d16104be85fc8583,20687aff50c5521f46,67,door-to-door,se,0,1,1.0,15.94,62.8,12,2,0,9,variant_a,1,14.18,medium,202.75,0,187.7,35,-0.03,-0.03
13437,84d6700e5e27922bbf,e039eb170943b3ee74,69,direct mail,gb,0,1,1.0,19.36,54.0,4,0,0,11,variant_a,1,13.93,medium,200.01,0,253.52,150,-0.03,-0.02
13443,fd1c0a16b6b63a23af,e503a7fbf180f40553,62,door-to-door,se,1,0,1.0,14.51,53.0,6,0,0,0,variant_a,1,12.96,low,214.61,0,168.25,28,-0.03,-0.03
13500,d7452285b4a99b53e9,01087e88f3d85a999e,68,door-to-door,nl,0,2,0.0,20.2,42.0,0,0,0,9,variant_a,1,13.14,low,256.97,0,278.9,78,-0.03,0.010000000000000002
18087,3924687b3a109dadcb,2d836fdad515844259,64,direct mail,nl,0,0,0.0,19.82,69.1,15,2,0,5,variant_a,1,14.37,low,232.26,0,225.51,58,-0.03,-0.03
22818,5e3ade25abcb8f3aa9,67d9c0e6b78b322bc6,69,online paid,nl,2,2,0.0,26.42,69.0,7,0,0,7,variant_a,1,5.83,low,399.08,0,374.16,118,-0.03,0.09000000000000001
30242,ee091bf8c15bf02e47,35591ca8d9d40da5c5,21,online paid,de,2,0,1.0,14.9,52.0,0,2,0,9,variant_a,1,7.39,low,229.95,0,186.66,57,-0.03,0.010000000000000002
566,0a5052334511e344f1,1588d5ce49c2f3e12b,43,door-to-door,se,0,2,0.0,25.56,56.0,7,0,0,3,variant_b,1,11.68,low,304.63,0,276.34,117,-0.03,-0.07
35151,4e1213b3b6b7ff5509,bc6f8e8f06a5350295,73,door-to-door,gb,0,1,1.0,15.92,38.0,5,0,0,2,variant_b,1,15.03,low,217.16,0,185.36,108,-0.03,-0.07
31272,a1f4e00e9208bf770f,4369596fa19924f663,41,door-to-door,nl,0,0,1.0,14.2,58.0,15,0,0,1,variant_b,1,16.6,high,199.23,0,187.36,125,-0.03,-0.15
25365,235a4b01cca43ead1a,70512e6cd9fc6e35c4,59,door-to-door,de,0,0,0.0,12.72,36.0,13,1,0,13,variant_b,1,12.08,medium,150.86,0,171.76,71,-0.03,-0.019999999999999997
13565,ae00729a0676734cf9,9991f4c38402d5bb53,47,direct mail,no,0,0,1.0,17.35,46.0,2,0,0,1,variant_b,1,14.56,medium,181.2,1,190.69,64,-0.03,0.49000000000000005
29196,febb75eccd1101d84a,c8010c9235f3ae6402,67,dm,de,2,1,0.0,17.53,40.0,14,1,0,13,variant_b,1,11.1,high,204.15,0,278.62,103,-0.03,-0.019999999999999997
29597,86e0a2ef19fde9b616,7d1b2e878e814f4afd,65,referral,se,1,2,0.0,22.47,42.0,6,0,0,0,variant_a,1,12.45,medium,254.8,0,235.42,59,-0.03,0.0
1723,1ac978c8020be6d721,53f43dacca35184bc3,43,online paid,gb,2,0,0.0,14.7,67.0,10,0,0,0,variant_a,1,8.79,low,238.21,0,214.02,135,-0.03,0.18999999999999997
20223,11037e6cef90d5fdf6,70ffb1e70e2281783f,42,tv,nl,0,1,1.0,22.49,69.0,4,2,0,3,variant_b,1,15.89,low,323.29,0,245.55,16,-0.03,-0.06999999999999999
20224,77a2e613bf48970c36,6a4431c2173a2f065f,39,door-to-door,no,1,0,0.0,15.35,62.0,2,0,0,9,variant_b,1,12.6,low,185.39,0,174.19,125,-0.03,-0.04
27455,67245236ce5a981076,095011579fc0bf55c7,27,door-to-door,de,0,1,0.0,17.23,36.0,1,0,0,12,variant_b,1,14.49,low,239.86,0,185.11,133,-0.03,-0.08
