,Unnamed: 0,customer_id,subscription_id,participant_age,marketing_channel,country_code,extra_draws_per_year,add_ons,failed_payments_12m,monthly_spend_estimated,donation_share_charity,web_sessions_90d_raw,service_contacts_12m,complaints_12m,lifetime_wins,campaign_cohort,treatment_sent_flag,offer_cost_eur,baseline_churn_risk_band,historic_revenue_12m,churned,revenue_next_12m_observed,subscription_month_length,ITE_variant_a,ITE_variant_b,variant_a_or_b
806,6333,a382db0a40615cdbe3,a72faec6e66f728253,39,door-to-door,nl,0,0,2.0,17.21,58.0,0,0,0,0,control,0,0.0,low,179.11,1,121.53,157,-0.39,-0.22,a
848,31843,f41f94e3576a8e292c,fe5e0cf36a3a34a2f3,56,door-to-door,gb,2,1,2.0,20.51,40.0,10,0,0,0,control,0,0.0,high,269.37,1,124.12,97,-0.39,-0.22,a
837,17775,6722ded7e9ade26e99,67550aaeec098e54be,58,referral,nl,2,0,3.0,20.69,42.0,1,0,0,9,variant_a,1,7.56,medium,294.47,0,328.38,35,-0.39,-0.21,a
808,35138,9b3e5c1c0754bc6a37,b5074c4f361950fe96,76,direct mail,de,0,0,2.0,13.56,38.0,12,0,0,8,variant_a,1,7.78,high,176.41,0,142.46,36,-0.39,-0.2,a
812,25052,4e111a3fe1958d7f4c,5a87af3b24c9d4d5f8,62,dm,nl,0,0,2.0,19.31,34.0,12,0,0,0,variant_a,1,9.96,low,196.18,0,251.75,31,-0.39,-0.19,a
828,30375,3954b5739e3e14683c,586d994a6a415d7acb,90,direct mail,se,0,0,0.0,17.86,70.0,5,2,1,0,variant_a,1,11.86,very high,212.25,0,243.87,70,-0.39,-0.16,a
850,25856,9390f4d0da32633807,2d0187414acefd039b,68,television,de,0,0,1.0,19.57,66.5,11,0,0,2,variant_a,1,15.26,very high,270.48,0,218.22,23,-0.39,-0.16,a
811,888,39d3ea44beb4c0cf78,e6b9116231b33b1c1d,52,referral,nl,0,1,2.0,20.91,69.0,4,0,0,0,variant_a,1,9.69,medium,255.33,0,201.28,140,-0.39,-0.14,a
842,13222,65aaf6fbf016b5f1db,5be008c8137268cdf9,33,door-to-door,no,0,0,0.0,12.68,58.0,12,0,1,0,variant_a,1,7.64,high,130.29,0,158.05,158,-0.39,-0.14,a
826,13923,cbe6735b8115b47966,150050d5511983a679,83,dm,no,0,1,2.0,21.44,42.2,1,0,0,3,variant_a,1,8.39,low,238.02,0,267.5,97,-0.39,-0.12,a
839,28735,df624627466cdd1d24,62ac0bcc13f30af566,58,door-to-door,se,0,1,2.0,15.13,33.4,0,3,0,0,variant_a,1,5.94,low,197.08,0,215.36,67,-0.39,-0.11,a
816,190,291dbc18539ba7e19b,f5f3968d4a6892fff1,81,tv,se,0,2,2.0,18.35,60.0,0,0,0,0,variant_a,1,7.45,low,189.32,0,232.93,67,-0.39,-0.09,a
809,33190,0aee8232dea4a0983e,2079122ff6f4709f70,86,door-to-door,no,0,1,2.0,20.14,69.0,6,0,0,3,variant_a,1,7.24,very high,285.32,0,200.88,26,-0.39,-0.08,a
823,34090,d67c5b78d7386c6026,f329163a7bdef227e1,65,online paid,no,0,0,0.0,15.95,57.4,3,0,0,0,variant_a,1,8.83,very high,187.89,0,170.79,99,-0.39,-0.03,a
818,11992,9cac92499b25860c07,4ac308740a013420dd,74,television,se,0,0,1.0,16.9,68.0,3,0,0,0,variant_a,1,5.44,high,230.65,0,209.82,155,-0.39,-0.0199999999999999,a
825,12723,610ceeb94cb57c1d8f,b985bb16642a5e3d4d,86,dm,nl,0,0,2.0,16.87,35.3,8,0,0,0,variant_a,1,14.8,high,187.4,0,235.77,58,-0.39,0.0399999999999999,a
846,19671,7a99d93f4103a8e0f1,fe7c14c87cfd528d8e,39,door-to-door,se,0,2,0.0,19.92,69.0,4,1,0,0,variant_a,1,16.96,high,222.22,0,209.38,99,-0.39,0.1299999999999999,a
858,26589,d3b32eb5eaa0ea26fb,123a4ae0b0904fbec6,25,online paid,nl,2,1,2.0,22.82,58.0,0,0,0,13,control,0,0.0,low,370.82,1,170.37,18,-0.3899999999999999,-0.62,a
863,27980,fc363ff03fd6ee72e0,0f16f7ab3b3930ae0c,80,dm,de,2,0,1.0,19.17,63.0,0,1,1,9,control,0,0.0,very high,316.36,1,212.18,131,-0.3899999999999999,-0.57,a
854,2869,c4b108f53550f1d596,271e81ae9915e28c74,42,door-to-door,se,0,1,0.0,18.27,57.0,6,0,0,9,control,0,0.0,very high,192.44,1,124.06,84,-0.3899999999999999,-0.5599999999999999,a
856,25650,fca02d37f2e8afc581,8cec582bb21a52414f,37,television,de,0,0,0.0,13.18,60.0,10,0,0,0,control,0,0.0,low,148.59,1,118.01,130,-0.3899999999999999,-0.48,a
864,19196,658291350529ba8278,1af6284e9c6f9cf3c4,68,direct mail,de,0,1,0.0,18.84,67.0,5,1,1,10,control,0,0.0,very high,245.04,1,171.5,126,-0.3899999999999999,-0.4499999999999999,a
860,12118,a192d499623a7b07c4,7ef39507017e5b16ef,86,direct mail,gb,2,3,2.0,23.79,38.1,14,1,0,0,control,0,0.0,medium,301.84,1,140.95,27,-0.3899999999999999,-0.4399999999999999,a
861,33252,2076b5ab25ac320604,37bc87654f20ba5dd1,41,television,se,2,2,2.0,21.73,67.0,10,0,0,9,control,0,0.0,medium,270.66,1,345.29,145,-0.3899999999999999,-0.4399999999999999,a
855,29191,ed3e924fec44a4b9b0,bb19b9ea5aa6d50b9e,19,online paid,gb,0,2,1.0,20.14,33.0,5,0,0,0,control,0,0.0,high,284.64,1,22.79,97,-0.3899999999999999,-0.3899999999999999,a
862,1031,ff685590317f1330ef,16f1782789074319b1,29,referral,de,2,0,0.0,20.58,36.0,13,0,0,0,control,0,0.0,medium,336.85,1,23.87,137,-0.3899999999999999,-0.3899999999999999,a
865,27613,f68c0c30731d929652,8899ef6df2e670b0c5,19,dm,no,0,1,0.0,20.84,30.8,0,1,0,0,control,0,0.0,low,290.66,1,102.22,101,-0.3899999999999999,-0.3399999999999999,a
857,35356,c736b91eecdcfc7955,486634bae2115778e0,54,door-to-door,no,2,0,0.0,18.48,67.0,6,0,0,0,control,0,0.0,low,233.26,1,144.27,100,-0.3899999999999999,-0.3299999999999999,a
867,1230,23f35020df135821bc,4039d15221f8ad5dc5,77,door-to-door,de,2,2,0.0,20.29,67.0,5,0,0,0,control,0,0.0,high,293.34,1,74.23,60,-0.3899999999999999,-0.3199999999999999,a
859,7664,a23eabd0e013e2ef19,2be4dc3c26d5ac2d6e,83,television,gb,1,2,2.0,22.58,68.6,8,0,0,0,control,0,0.0,medium,336.07,1,141.15,120,-0.3899999999999999,-0.2599999999999999,a
866,11255,6fdf8aeb15cf3b343d,c80ca71dac0599a019,55,direct mail,nl,2,0,1.0,15.83,34.1,1,0,0,0,variant_a,1,11.48,high,193.4,0,234.04,156,-0.3899999999999999,-0.1299999999999999,a
893,11215,3ca892e48e76cc9bd2,7b93852fcb9729cfb2,19,referral,nl,2,0,1.0,12.9,69.0,10,0,1,4,control,0,0.0,high,160.72,1,82.02,155,-0.38,-0.66,a
901,23504,707ab73422e213d6c3,44826167455247b1e6,76,online paid,se,2,0,0.0,16.61,37.0,12,2,0,0,control,0,0.0,very high,194.97,1,136.81,29,-0.38,-0.59,a
885,13716,ce8ae867a0accc0b75,4e9e227ceb23ccebef,63,door-to-door,se,2,2,1.0,21.57,35.0,10,0,0,4,control,0,0.0,very high,317.97,1,26.67,137,-0.38,-0.58,a
870,12765,51cf4faf3b8b705fbf,e16625fe1bee0c46d2,45,referral,se,1,0,2.0,13.03,53.0,13,0,0,5,control,0,0.0,low,185.43,1,171.92,39,-0.38,-0.56,a
894,26110,d6afc47d9260056bf6,40981930a09c373e5c,33,dm,nl,2,0,1.0,14.29,65.0,11,0,0,12,control,0,0.0,high,183.5,1,17.77,136,-0.38,-0.56,a
874,20271,574ad4a6ef31480095,8a2a926a73590c848a,23,door-to-door,nl,2,1,0.0,18.46,30.9,5,0,0,6,control,0,0.0,high,270.08,1,155.2,60,-0.38,-0.53,a
904,22474,c49b360013e94c4d5e,acb5e054b85a2c22aa,52,television,nl,0,0,1.0,15.92,63.0,2,0,0,7,variant_b,1,26.19,very high,175.81,0,171.75,70,-0.38,-0.51,a
896,15870,c766cb374fd37fb595,75818fc62979f7b226,64,referral,se,0,2,0.0,20.82,45.8,12,2,0,4,control,0,0.0,high,253.91,1,49.35,107,-0.38,-0.5,a
903,5710,bf15fc6473a38b79c0,07f4680b2429feb63b,59,referral,no,0,0,0.0,20.11,35.7,12,2,0,0,control,0,0.0,high,222.62,1,160.76,78,-0.38,-0.48,a
898,15459,a43cf08f436295cdfb,5a660c07d210d18483,49,tv,gb,2,1,0.0,18.74,44.0,3,0,0,15,control,0,0.0,high,280.25,1,198.44,13,-0.38,-0.46,a
869,28840,630571ee8e61fb9efa,dd213246358350b5cd,85,door-to-door,nl,2,0,0.0,16.09,38.0,4,1,0,0,control,0,0.0,very high,261.33,1,127.0,24,-0.38,-0.45,a
873,24532,6e1ff1976ef507dfe2,b4f01fd790f4a57520,58,door-to-door,gb,0,0,0.0,13.99,62.0,9,1,0,0,control,0,0.0,very high,136.96,1,88.63,79,-0.38,-0.45,a
907,12880,ae93f6696a2a89b67a,dc02db2f65f3452a69,37,television,se,2,1,1.0,23.15,48.0,7,1,0,8,control,0,0.0,high,294.82,1,263.49,65,-0.38,-0.44,a
895,5285,455a9ce9e0c8e8a0c7,b073bd24378a48b314,21,direct mail,de,0,0,0.0,13.08,33.4,2,0,0,0,control,0,0.0,medium,148.62,1,101.96,24,-0.38,-0.4399999999999999,a
889,23705,4cb9b6afe97b8c5fff,c0fc50f13812b2d27e,87,door-to-door,no,0,1,2.0,18.29,41.2,8,0,0,4,control,0,0.0,medium,258.56,1,33.89,61,-0.38,-0.4,a
900,13391,914a153b9ab6f86a79,a6811b64cae00609cf,49,tv,gb,0,1,2.0,20.43,64.0,3,0,0,0,control,0,0.0,low,206.02,1,184.5,22,-0.38,-0.38,a
877,23199,8a8da2b4f4dda685a0,8b4d7a3868622b8896,35,television,se,0,1,2.0,18.6,37.0,12,2,1,0,control,0,0.0,medium,210.36,1,18.23,67,-0.38,-0.35,a
883,10176,4b9cdbca9d45cbdf29,b3b471c93c388e52ec,89,referral,de,0,0,0.0,14.13,31.0,7,0,1,0,control,0,0.0,low,148.43,1,117.47,144,-0.38,-0.35,a
908,3144,422e42d058a41c7506,431cf1ce8aa7b6604a,21,television,se,0,1,0.0,21.92,42.1,2,0,0,0,control,0,0.0,low,233.3,1,25.96,100,-0.38,-0.35,a
887,19838,ea9fc8d30e6b9f8b60,1f42b0a2582a843a85,28,online paid,no,2,0,3.0,15.33,36.0,2,1,0,0,variant_a,1,5.99,low,205.13,0,236.12,52,-0.38,-0.3299999999999999,a
868,19275,5bb352aa0983fe81d1,b2d5251e25f2fcd4f6,82,dm,gb,0,1,0.0,16.02,38.5,2,2,0,0,control,0,0.0,high,188.8,1,87.77,88,-0.38,-0.32,a
875,515,9a5b67bf56e576c4d0,1dc1e84627401092b7,73,referral,no,2,0,0.0,17.44,50.4,0,0,0,5,control,0,0.0,very high,268.2,1,239.76,41,-0.38,-0.32,a
876,8628,cf247d6dafc3aadcdf,8846c0b660b7398e5d,34,door-to-door,de,2,2,1.0,20.34,48.5,12,0,0,0,control,0,0.0,high,262.81,1,183.13,72,-0.38,-0.32,a
910,30183,d1c790abf37bba7049,aedbf28e5ca7de749c,86,dm,se,0,0,0.0,14.07,56.0,10,4,0,0,variant_a,1,14.01,very high,194.55,0,188.85,29,-0.38,-0.31,a
888,31261,88083dbfcee5080bb9,05b6dadae1050fada0,69,online paid,se,1,0,0.0,15.74,70.0,14,0,0,0,variant_a,1,10.23,very high,227.25,0,209.11,38,-0.38,-0.29,a
911,25080,be1b4073ff13b72ffc,6e27c6a74785f9bb37,35,dm,de,2,0,1.0,13.11,31.1,3,0,0,14,control,0,0.0,very high,195.01,1,160.02,109,-0.38,-0.29,a
890,15934,caf5dd77448c8a7214,754dfe6a940c2a3b76,46,door-to-door,gb,0,0,0.0,17.72,41.7,13,0,0,8,variant_a,1,11.17,very high,193.39,0,235.29,43,-0.38,-0.28,a
881,14299,f42ecaa3e45ed749f2,8604aa3c92802254d1,33,referral,nl,2,1,0.0,19.54,44.0,3,1,0,1,variant_a,1,12.02,high,219.28,0,312.49,92,-0.38,-0.24,a
909,10845,ac29e4f3b0ca96436d,a87c824fae5143dc74,45,referral,de,0,1,1.0,20.48,66.0,4,0,0,9,variant_a,1,6.38,very high,202.08,0,202.22,34,-0.38,-0.24,a
872,16228,109ac6c7e70ef69fcb,b2206a277cdeb7501e,58,referral,no,2,1,0.0,16.3,63.0,3,0,0,0,control,0,0.0,very high,223.19,1,17.81,80,-0.38,-0.22,a
882,30270,bbb747080230bd2ed4,3f090b25761db5f607,73,door-to-door,gb,2,0,2.0,20.35,40.0,12,1,0,0,control,0,0.0,low,294.67,1,216.72,121,-0.38,-0.2,a
879,15684,67b7b196a1d3529edd,367adad04b1c4dd793,84,referral,se,0,1,0.0,20.31,33.6,4,0,0,0,control,0,0.0,high,212.47,1,99.9,115,-0.38,-0.18,a
913,28757,065540eecacb11f94a,8c1e1aca409f1b0e82,86,door-to-door,no,0,0,2.0,14.36,63.0,12,0,1,1,variant_a,1,9.44,high,190.43,0,183.03,13,-0.38,-0.18,a
871,21195,222c44c26a02c54e3a,5aa5ae6dd8da31e411,72,referral,nl,2,0,0.0,17.24,30.0,5,0,0,5,variant_a,1,5.68,very high,278.54,0,244.91,74,-0.38,-0.17,a
884,10813,8eb9becbba23d2ccdc,b560e2eea5cd060abf,19,online paid,nl,0,2,0.0,22.63,40.0,5,1,0,0,variant_a,1,11.87,high,220.79,0,294.44,101,-0.38,-0.06,a
886,12001,0c7428cf58f0f39046,3f25255402b2046610,21,direct mail,gb,0,0,0.0,20.03,65.8,3,1,0,0,variant_a,1,13.44,very high,220.14,0,285.36,158,-0.38,-0.05,a
891,27282,9d1045d1219ce20574,b7bfea18b380e6be78,83,television,de,1,0,0.0,16.07,54.0,12,1,1,0,variant_a,1,12.15,high,178.17,0,249.37,101,-0.38,-0.0499999999999999,a
892,4043,8cf40e328089249cf7,b09f7e5e51bfab30d4,85,referral,nl,0,1,2.0,20.55,34.0,6,0,0,4,variant_a,1,12.34,high,288.6,0,264.51,104,-0.38,-0.04,a
897,13055,5ef7f68d74e8de904b,44a4781a073cabc7cf,48,door-to-door,de,2,0,0.0,14.87,45.0,15,1,0,0,variant_a,1,8.77,very high,223.15,0,246.75,83,-0.38,-0.03,a
878,208,524265e8b942930fbb,0f16930fdf163ddda0,82,referral,se,0,3,0.0,29.13,34.0,5,0,0,0,variant_a,1,9.18,very high,355.99,0,339.47,123,-0.38,0.0099999999999999,a
880,2989,c728615c8a166f73ec,b4a8304fe7bf2c5fdb,88,referral,no,2,0,1.0,16.77,30.0,3,1,0,6,variant_a,1,12.98,very high,218.53,0,204.39,154,-0.38,0.01,a
902,21639,e56dbe0f3e1c9cecf6,1e34cefc18192fad11,39,dm,se,2,1,0.0,16.91,56.0,1,0,0,0,variant_a,1,6.18,very high,188.31,0,214.82,115,-0.38,0.02,a
899,30601,348a43bb0eadc84915,3dd84dd59c8336122a,80,referral,de,2,1,1.0,20.91,65.0,4,1,0,0,variant_a,1,15.24,high,270.8,0,263.3,143,-0.38,0.08,a
905,31658,33865889e522b68ecc,f527f6780152133b6e,49,door-to-door,se,0,0,2.0,15.91,42.0,13,2,0,0,variant_a,1,11.65,medium,181.23,0,183.94,153,-0.38,0.1099999999999999,a
906,34173,a7eb93ef92a8a65cf6,222480e098376f46b8,37,direct mail,se,0,0,3.0,17.77,31.0,11,0,0,0,variant_a,1,12.92,low,187.03,0,186.38,118,-0.38,0.13,a
912,4934,842746dc8d98352c8c,a87c685cb2773f0003,27,referral,se,0,1,0.0,19.97,64.0,2,1,0,0,variant_b,1,15.45,high,246.63,1,125.94,85,-0.38,0.3199999999999999,a
916,22745,d0bb4ab9c320bbf393,f4854413752793fb3b,28,door-to-door,gb,2,1,0.0,14.78,49.0,7,0,0,11,control,0,0.0,low,164.9,1,99.35,87,-0.3799999999999999,-0.5399999999999999,a
925,33681,9bbcf8c903e552c6f2,d9cde4d875215b5d7a,40,door-to-door,de,0,0,0.0,18.84,63.0,2,1,0,6,control,0,0.0,high,202.69,1,185.25,62,-0.3799999999999999,-0.51,a
922,13382,9bcdf808bb0a2d6d45,8234ae8f4b7928b8cc,85,referral,se,0,2,0.0,21.76,53.3,4,0,0,1,control,0,0.0,very high,283.19,1,179.26,87,-0.3799999999999999,-0.4999999999999999,a
919,17634,1d2416bb6788d34348,edd68f0def748c6029,54,direct mail,no,0,0,2.0,19.72,67.0,7,0,0,0,control,0,0.0,high,271.14,1,231.26,41,-0.3799999999999999,-0.4299999999999999,a
923,14989,9fb0b4d60bfef7bf43,227a5ff5ba2c113058,71,online paid,de,2,1,2.0,20.15,69.0,7,0,0,0,control,0,0.0,high,292.39,1,280.57,34,-0.3799999999999999,-0.42,a
915,27470,ee82b11edbd4f34a10,697ed28fc7b9aeb842,41,television,gb,2,1,0.0,15.81,58.0,4,0,0,0,control,0,0.0,high,240.31,1,61.58,107,-0.3799999999999999,-0.3799999999999999,a
920,18798,fb32646a7f6fadd206,1448d5c87bc6ebbf9b,23,direct mail,se,0,1,1.0,17.62,43.1,13,0,0,0,control,0,0.0,high,176.56,1,70.38,120,-0.3799999999999999,-0.3599999999999999,a
924,4036,65ddf8fc40f919eba2,6b5164a8d014ee16fe,58,dm,nl,2,0,0.0,17.26,30.6,5,0,1,2,control,0,0.0,very high,206.03,1,84.32,44,-0.3799999999999999,-0.35,a
914,34895,8e576e753c2932a38d,2adcc8b3b61e499858,46,referral,de,1,2,0.0,25.93,36.0,10,0,0,0,control,0,0.0,high,304.4,1,22.42,78,-0.3799999999999999,-0.3399999999999999,a
921,2088,cdaa9b682e10c291d3,872e30770f6c1302bd,69,door-to-door,no,0,0,2.0,15.93,39.0,9,0,0,0,control,0,0.0,medium,196.45,1,15.71,101,-0.3799999999999999,-0.2599999999999999,a
917,14935,655473be4c6fe770aa,70e554b6ebed7af943,61,door-to-door,no,0,1,2.0,16.86,43.0,3,0,0,0,control,0,0.0,high,208.03,1,168.51,105,-0.3799999999999999,-0.2199999999999999,a
918,4794,03bd9b02ba7c313871,4577e5cd9d71e55317,79,television,nl,2,1,2.0,20.02,32.2,4,2,0,0,variant_a,1,6.92,very high,235.35,0,274.78,42,-0.3799999999999999,-0.1799999999999999,a
974,14849,1092afef9301e82c91,c65d70ad44f9cc96ef,55,door-to-door,de,0,0,0.0,13.16,66.0,7,1,1,4,control,0,0.0,very high,138.74,1,45.08,56,-0.37,-0.6,a
982,16076,17b488286538fb82e8,1ac69a59a3303915d3,65,referral,gb,0,0,0.0,12.63,67.0,1,1,0,10,control,0,0.0,high,180.69,1,59.38,19,-0.37,-0.59,a
987,2521,3d8d871debc0dcfeb7,7bcdefe96e48d1c968,28,television,nl,1,0,0.0,14.67,41.0,15,0,1,14,control,0,0.0,high,193.47,1,111.49,18,-0.37,-0.5599999999999999,a
929,3186,af0da643a413a1551f,0c9336df8175862699,41,online paid,de,0,0,0.0,15.78,32.0,11,0,1,0,control,0,0.0,low,225.14,1,91.0,15,-0.37,-0.55,a
960,14890,35aafd46ca437d15bd,ddfeb964d481e38768,36,referral,no,0,0,0.0,17.07,67.0,6,1,1,5,control,0,0.0,very high,164.23,1,137.82,154,-0.37,-0.53,a
951,30490,e0c79d99ee375ed5ae,6ef5ac1764724bb3f7,45,door-to-door,no,2,1,3.0,15.13,44.0,2,0,0,1,control,0,0.0,medium,168.56,1,178.36,119,-0.37,-0.52,a
935,962,a8fbbd3b11424ce032,ed1502a8e8ce8b8d47,27,door-to-door,nl,0,2,0.0,18.17,55.0,14,0,0,0,control,0,0.0,medium,195.98,1,100.09,57,-0.37,-0.5,a
957,30128,58e473658c4b6757ec,48274b3ff1ca2ff16f,49,referral,gb,0,1,0.0,15.88,60.0,0,0,2,15,control,0,0.0,high,228.12,1,63.71,26,-0.37,-0.5,a
934,7503,79e10a2be96e1167fe,725c4fc318aeb213e7,25,referral,gb,2,1,2.0,14.75,66.0,5,2,0,0,control,0,0.0,low,182.09,1,147.53,27,-0.37,-0.49,a
926,30882,6e6b9075117b29df02,b32543d0988f043fa1,20,door-to-door,nl,2,1,0.0,17.23,49.0,3,1,0,13,control,0,0.0,high,215.68,1,235.33,137,-0.37,-0.4600000000000001,a
944,11345,942d56c3022c0cbed8,69342979df60868981,21,online paid,gb,2,0,0.0,12.58,48.0,0,2,0,2,control,0,0.0,very high,199.1,1,26.31,81,-0.37,-0.45,a
954,30019,485f1d0ae76a063a52,214ac7b674161d6821,73,online paid,gb,0,2,2.0,21.72,42.0,15,2,1,0,control,0,0.0,very high,225.35,1,22.66,31,-0.37,-0.44,a
970,12291,44119006254708ef09,ab2714b400062dad32,61,dm,nl,2,1,2.0,20.38,65.0,10,0,0,6,control,0,0.0,very high,242.8,1,193.24,143,-0.37,-0.4399999999999999,a
932,8248,335c7dfad3f9dd425e,dd034b74354717ed30,40,online paid,de,1,0,0.0,12.81,47.0,2,0,0,5,control,0,0.0,high,169.68,1,26.98,91,-0.37,-0.43,a
977,14503,950c4761e0ce26395c,0ba52312852e2f08eb,36,referral,gb,2,0,1.0,13.1,64.4,3,0,0,0,control,0,0.0,high,180.78,1,32.43,64,-0.37,-0.42,a
930,32438,44374c1f0ebad6dc48,6ee5c154f0431d3efb,45,door-to-door,gb,2,0,0.0,12.74,39.4,0,0,0,0,control,0,0.0,very high,194.57,1,131.19,98,-0.37,-0.38,a
931,23571,022a50d5a53f9f27b2,59a868495b635a87d0,49,door-to-door,de,0,2,0.0,20.37,53.0,10,1,0,0,control,0,0.0,low,200.54,1,56.05,116,-0.37,-0.38,a
986,15089,3889837143074f2ccb,9b6cbad100c3ae61c9,80,direct mail,de,0,2,0.0,22.03,45.0,8,0,0,0,control,0,0.0,low,304.67,1,121.62,73,-0.37,-0.38,a
933,26608,f87ce61286012c89c5,5537a539dfa930bd34,71,tv,de,2,0,0.0,14.75,62.0,6,0,0,0,control,0,0.0,very high,228.27,1,175.6,77,-0.37,-0.37,a
947,1956,8e80aa8666161beb9f,9a7e2e9315c30a7c67,53,television,de,0,1,0.0,16.28,41.0,5,0,0,14,control,0,0.0,very high,223.72,1,31.89,127,-0.37,-0.37,a
948,173,05298fdb6c0c3d665c,9d1a8de60cc1eb13b1,59,referral,no,0,0,0.0,16.19,66.4,7,0,0,0,control,0,0.0,high,200.23,1,91.88,128,-0.37,-0.36,a
961,33756,813c113f572fe454d9,a8c61abdac1d62d6b7,44,online paid,nl,2,0,0.0,15.44,39.0,13,0,0,0,control,0,0.0,medium,222.48,1,143.94,79,-0.37,-0.36,a
983,11244,957fe82f1784483968,55e14b102a8a0748f5,74,online paid,de,0,1,2.0,14.61,50.0,6,0,0,0,control,0,0.0,very high,207.41,1,88.7,55,-0.37,-0.35,a
942,7556,b4930ad58efbbde24d,c1655280ab0109d6cd,25,referral,nl,0,0,1.0,13.25,35.0,8,0,0,0,control,0,0.0,high,134.12,1,49.25,140,-0.37,-0.32,a
950,18100,19415392e1213854f4,ad17339c97b46518e3,48,door-to-door,de,0,1,2.0,17.75,44.0,14,2,0,0,control,0,0.0,high,199.52,1,190.86,89,-0.37,-0.32,a
964,19339,b96f540007bf630f2e,02eb54ba0ec5776d56,86,online paid,de,0,1,0.0,18.43,32.0,13,1,0,0,control,0,0.0,low,207.4,1,38.56,145,-0.37,-0.31,a
927,9768,8a5bfb060ee1f97ecb,409c9bb51aeb46a157,62,online paid,gb,1,0,0.0,19.24,49.0,1,1,1,0,control,0,0.0,high,276.01,1,169.75,83,-0.37,-0.3,a
965,9781,1c52486ff0b2a44fbf,1ccc1a7570fda27be6,51,referral,no,2,0,2.0,16.42,55.2,0,2,0,0,control,0,0.0,medium,266.76,1,140.77,137,-0.37,-0.29,a
972,4267,b1d3a8fba2c3b1a07d,3eb220c96200e7c828,88,door-to-door,se,0,0,2.0,17.47,40.7,0,0,1,0,control,0,0.0,high,250.06,1,101.76,80,-0.37,-0.2899999999999999,a
943,21763,9dcc7f7c341f77a6d8,41e38e3aa3899eca30,29,door-to-door,gb,0,0,2.0,19.11,65.0,4,2,0,0,control,0,0.0,medium,272.51,1,111.24,148,-0.37,-0.28,a
975,18265,ada216e157757c965a,346b1ad7fb03fb47df,41,direct mail,nl,2,1,1.0,22.3,65.0,0,0,0,0,control,0,0.0,low,328.11,1,231.24,99,-0.37,-0.2799999999999999,a
928,34485,b89c07b45920d06987,7f13d1b487683e5cf1,45,direct mail,no,0,3,0.0,24.39,69.0,0,0,0,0,control,0,0.0,low,242.82,1,191.35,99,-0.37,-0.27,a
941,14586,4d974dad853e25462f,0eab154a0b655f0b57,44,referral,se,2,3,0.0,27.12,61.0,10,2,1,0,variant_a,1,10.88,medium,428.45,0,390.9,59,-0.37,-0.26,a
984,15645,8c2b7c5f9176bd359d,5fd44dc39072bf95df,84,door-to-door,gb,2,0,0.0,16.49,49.0,10,0,1,0,control,0,0.0,high,204.63,1,218.59,83,-0.37,-0.25,a
967,19522,ad59ae2c6077196b68,6c2bf1bbccb94c116b,41,door-to-door,nl,0,2,2.0,22.76,67.0,3,2,0,0,control,0,0.0,medium,302.35,1,185.97,105,-0.37,-0.24,a
985,12340,373c8bdc90c96d2baa,2b8a605e7dba74790d,85,online paid,no,2,1,0.0,19.1,65.0,3,0,0,13,variant_a,1,8.09,very high,296.44,0,267.24,83,-0.37,-0.23,a
937,15010,ca2fb9274851370321,a6c6aa6b87f29a31c9,40,door-to-door,no,0,0,2.0,17.86,58.0,1,0,0,0,control,0,0.0,medium,234.71,1,69.01,136,-0.37,-0.2299999999999999,a
976,1439,570197ce24c78651ca,c7062dfb394ea42e4d,19,referral,se,0,1,1.0,17.29,31.0,0,2,0,8,variant_a,1,14.43,high,211.37,0,201.46,105,-0.37,-0.2299999999999999,a
968,23767,4ec227f2c9f8dd31cc,2a4e2224ed26cbe0e7,63,door-to-door,gb,2,0,0.0,16.04,59.5,3,2,1,0,control,0,0.0,high,213.26,1,47.83,137,-0.37,-0.2199999999999999,a
936,26884,2063161b3a5a50a05b,ae494beb7abee2339f,62,referral,de,2,0,0.0,14.7,57.0,5,0,0,13,variant_a,1,12.95,very high,205.98,0,172.95,13,-0.37,-0.21,a
973,951,4df5bde009073d3ef6,54df302f2326ec2c2f,70,referral,nl,1,0,0.0,13.41,68.0,5,1,0,12,variant_a,1,7.54,very high,203.04,0,200.44,36,-0.37,-0.2099999999999999,a
979,27511,4f13230465cb8df938,3b3dca764fd786dbf8,90,door-to-door,nl,0,0,2.0,17.52,56.0,10,1,1,0,control,0,0.0,low,221.91,1,144.96,156,-0.37,-0.2099999999999999,a
981,12541,c52ebd9ef5cdf82c43,b3fb442ab04f6ed788,47,door-to-door,nl,0,1,1.0,18.13,30.0,6,0,0,0,control,0,0.0,low,179.79,1,17.04,143,-0.37,-0.2,a
945,26520,7ac8e3aed47d96120e,d87bc8a66197bd6850,32,online paid,nl,2,0,0.0,14.61,53.0,1,1,0,0,control,0,0.0,medium,187.55,1,14.02,137,-0.37,-0.19,a
956,22379,7d108ef7d0b18baf65,36248f633edd32e16f,64,online paid,no,0,0,1.0,20.35,55.0,1,2,0,0,variant_a,1,9.9,very high,292.52,0,260.26,35,-0.37,-0.19,a
949,17568,c23d948bcd53050e2e,391146e4a97c348bf9,70,door-to-door,no,0,0,2.0,20.26,68.0,3,0,0,0,control,0,0.0,medium,226.09,1,73.75,123,-0.37,-0.1899999999999999,a
